x,f
67080.0,1300.0
67100.0,1310.0
67120.0,1310.0
67140.0,1300.0
67160.0,1320.0
67180.0,1310.0
67200.0,1320.0
67220.0,1320.0
67240.0,1330.0
67260.0,1330.0
67280.0,1330.0
67300.0,1330.0
67320.0,1330.0
67340.0,1340.0
67360.0,1340.0
67380.0,1360.0
67400.0,1350.0
67420.0,1340.0
67440.0,1340.0
67460.0,1350.0
67480.0,1360.0
67500.0,1360.0
67520.0,1360.0
67540.0,1350.0
67560.0,1360.0
67580.0,1350.0
67600.0,1350.0
67620.0,1380.0
67640.0,1400.0
67660.0,1390.0
67680.0,1390.0
67700.0,1380.0
67720.0,1390.0
67740.0,1390.0
67760.0,1390.0
67780.0,1390.0
67800.0,1400.0
67820.0,1400.0
67840.0,1410.0
67860.0,1410.0
67880.0,1410.0
67900.0,1410.0
67920.0,1400.0
67940.0,1410.0
67960.0,1400.0
67980.0,1420.0
68000.0,1420.0
68020.0,1430.0
68040.0,1430.0
68060.0,1430.0
68080.0,1420.0
68100.0,1430.0
68120.0,1440.0
68140.0,1420.0
68160.0,1430.0
68180.0,1430.0
68200.0,1440.0
68220.0,1440.0
68240.0,1430.0
68260.0,1450.0
68280.0,1450.0
68300.0,1440.0
68320.0,1450.0
68340.0,1450.0
68360.0,1450.0
68380.0,1460.0
68400.0,1470.0
68420.0,1490.0
68440.0,1460.0
68460.0,1470.0
68480.0,1480.0
68500.0,1470.0
68520.0,1460.0
68540.0,1470.0
68560.0,1480.0
68580.0,1480.0
68600.0,1470.0
68620.0,1470.0
68640.0,1470.0
68660.0,1480.0
68680.0,1490.0
68700.0,1480.0
68720.0,1490.0
68740.0,1480.0
68760.0,1470.0
68780.0,1480.0
68800.0,1500.0
68820.0,1500.0
68840.0,1500.0
68860.0,1500.0
68880.0,1500.0
68900.0,1510.0
68920.0,1500.0
68940.0,1500.0
68960.0,1500.0
68980.0,1500.0
69000.0,1500.0
69020.0,1500.0
69040.0,1490.0
69060.0,1510.0
69080.0,1520.0
69100.0,1510.0
69120.0,1510.0
69140.0,1520.0
69160.0,1510.0
69180.0,1510.0
69200.0,1520.0
69220.0,1530.0
69240.0,1530.0
69260.0,1520.0
69280.0,1530.0
69300.0,1520.0
69320.0,1520.0
69340.0,1510.0
69360.0,1510.0
69380.0,1520.0
69400.0,1530.0
69420.0,1530.0
69440.0,1530.0
69460.0,1520.0
69480.0,1520.0
69500.0,1530.0
69520.0,1540.0
69540.0,1540.0
69560.0,1520.0
69580.0,1520.0
69600.0,1520.0
69620.0,1520.0
69640.0,1540.0
69660.0,1540.0
69680.0,1530.0
69700.0,1520.0
69720.0,1520.0
69740.0,1540.0
69760.0,1560.0
69780.0,1550.0
69800.0,1550.0
69820.0,1550.0
69840.0,1540.0
69860.0,1550.0
69880.0,1550.0
69900.0,1540.0
69920.0,1520.0
69940.0,1530.0
69960.0,1550.0
69980.0,1540.0
70000.0,1550.0
70020.0,1540.0
70040.0,1540.0
70060.0,1530.0
70080.0,1520.0
70100.0,1550.0
70120.0,1540.0
70140.0,1560.0
70160.0,1560.0
70180.0,1550.0
70200.0,1570.0
70220.0,1550.0
70240.0,1550.0
70260.0,1550.0
70280.0,1550.0
70300.0,1570.0
70320.0,1540.0
70340.0,1550.0
70360.0,1560.0
70380.0,1540.0
70400.0,1530.0
70420.0,1540.0
70440.0,1550.0
70460.0,1550.0
70480.0,1550.0
70500.0,1560.0
70520.0,1560.0
70540.0,1560.0
70560.0,1550.0
70580.0,1550.0
70600.0,1550.0
70620.0,1550.0
70640.0,1540.0
70660.0,1540.0
70680.0,1540.0
70700.0,1530.0
70720.0,1540.0
70740.0,1530.0
70760.0,1540.0
70780.0,1550.0
70800.0,1550.0
70820.0,1550.0
70840.0,1540.0
70860.0,1540.0
70880.0,1540.0
70900.0,1540.0
70920.0,1540.0
70940.0,1540.0
70960.0,1540.0
70980.0,1540.0
71000.0,1530.0
71020.0,1540.0
71040.0,1530.0
71060.0,1530.0
71080.0,1530.0
71100.0,1520.0
71120.0,1540.0
71140.0,1530.0
71160.0,1530.0
71180.0,1530.0
71200.0,1520.0
71220.0,1540.0
71240.0,1530.0
71260.0,1530.0
71280.0,1540.0
71300.0,1550.0
71320.0,1540.0
71340.0,1540.0
71360.0,1540.0
71380.0,1530.0
71400.0,1520.0
71420.0,1530.0
71440.0,1540.0
71460.0,1530.0
71480.0,1510.0
71500.0,1510.0
71520.0,1520.0
71540.0,1520.0
71560.0,1520.0
71580.0,1530.0
71600.0,1510.0
71620.0,1500.0
71640.0,1500.0
71660.0,1520.0
71680.0,1510.0
71700.0,1500.0
71720.0,1490.0
71740.0,1500.0
71760.0,1520.0
71780.0,1510.0
71800.0,1520.0
71820.0,1520.0
71840.0,1480.0
71860.0,1500.0
71880.0,1500.0
71900.0,1500.0
71920.0,1500.0
71940.0,1480.0
71960.0,1490.0
71980.0,1480.0
72000.0,1470.0
72020.0,1480.0
72040.0,1480.0
72060.0,1500.0
72080.0,1500.0
72100.0,1480.0
72120.0,1450.0
72140.0,1470.0
72160.0,1470.0
72180.0,1460.0
72200.0,1470.0
72220.0,1470.0
72240.0,1460.0
72260.0,1450.0
72280.0,1450.0
72300.0,1450.0
72320.0,1460.0
72340.0,1450.0
72360.0,1440.0
72380.0,1450.0
72400.0,1440.0
72420.0,1430.0
72440.0,1420.0
72460.0,1420.0
72480.0,1430.0
72500.0,1430.0
72520.0,1430.0
72540.0,1400.0
72560.0,1410.0
72580.0,1400.0
72600.0,1380.0
72620.0,1390.0
72640.0,1380.0
72660.0,1380.0
72680.0,1370.0
72700.0,1360.0
72720.0,1370.0
72740.0,1350.0
72760.0,1330.0
72780.0,1340.0
72800.0,1350.0
72820.0,1330.0
72840.0,1320.0
72860.0,1320.0
72880.0,1290.0
72900.0,1280.0
72920.0,1270.0
72940.0,1250.0
72960.0,1250.0
72980.0,1240.0
73000.0,1230.0
73020.0,1210.0
73040.0,1190.0
73060.0,1180.0
73080.0,1170.0
73100.0,1150.0
73120.0,1130.0
73140.0,1120.0
73160.0,1110.0
73180.0,1070.0
73200.0,1060.0
73220.0,1040.0
73240.0,1020.0
73260.0,1010.0
73280.0,990.0
73300.0,968.0
73320.0,944.0
73340.0,914.0
73360.0,900.0
73380.0,885.0
73400.0,867.0
